num_ret               	qtest.1	1000
num_rel               	qtest.1	17
num_rel_ret           	qtest.1	10
map                   	qtest.1	0.0192
Rprec                 	qtest.1	0.0000
bpref                 	qtest.1	0.0000
recip_rank            	qtest.1	0.0133
iprec_at_recall_0.00  	qtest.1	0.0598
iprec_at_recall_0.10  	qtest.1	0.0598
iprec_at_recall_0.20  	qtest.1	0.0598
iprec_at_recall_0.30  	qtest.1	0.0598
iprec_at_recall_0.40  	qtest.1	0.0598
iprec_at_recall_0.50  	qtest.1	0.0144
iprec_at_recall_0.60  	qtest.1	0.0000
iprec_at_recall_0.70  	qtest.1	0.0000
iprec_at_recall_0.80  	qtest.1	0.0000
iprec_at_recall_0.90  	qtest.1	0.0000
iprec_at_recall_1.00  	qtest.1	0.0000
P_5                   	qtest.1	0.0000
P_10                  	qtest.1	0.0000
P_15                  	qtest.1	0.0000
P_20                  	qtest.1	0.0000
P_30                  	qtest.1	0.0000
P_100                 	qtest.1	0.0200
P_200                 	qtest.1	0.0400
P_500                 	qtest.1	0.0160
P_1000                	qtest.1	0.0100
num_ret               	qtest.10	1000
num_rel               	qtest.10	3
num_rel_ret           	qtest.10	1
map                   	qtest.10	0.0009
Rprec                 	qtest.10	0.0000
bpref                 	qtest.10	0.0000
recip_rank            	qtest.10	0.0028
iprec_at_recall_0.00  	qtest.10	0.0028
iprec_at_recall_0.10  	qtest.10	0.0028
iprec_at_recall_0.20  	qtest.10	0.0028
iprec_at_recall_0.30  	qtest.10	0.0028
iprec_at_recall_0.40  	qtest.10	0.0000
iprec_at_recall_0.50  	qtest.10	0.0000
iprec_at_recall_0.60  	qtest.10	0.0000
iprec_at_recall_0.70  	qtest.10	0.0000
iprec_at_recall_0.80  	qtest.10	0.0000
iprec_at_recall_0.90  	qtest.10	0.0000
iprec_at_recall_1.00  	qtest.10	0.0000
P_5                   	qtest.10	0.0000
P_10                  	qtest.10	0.0000
P_15                  	qtest.10	0.0000
P_20                  	qtest.10	0.0000
P_30                  	qtest.10	0.0000
P_100                 	qtest.10	0.0000
P_200                 	qtest.10	0.0000
P_500                 	qtest.10	0.0020
P_1000                	qtest.10	0.0010
num_ret               	qtest.11	1000
num_rel               	qtest.11	16
num_rel_ret           	qtest.11	15
map                   	qtest.11	0.1443
Rprec                 	qtest.11	0.1250
bpref                 	qtest.11	0.1250
recip_rank            	qtest.11	1.0000
iprec_at_recall_0.00  	qtest.11	1.0000
iprec_at_recall_0.10  	qtest.11	1.0000
iprec_at_recall_0.20  	qtest.11	0.0322
iprec_at_recall_0.30  	qtest.11	0.0322
iprec_at_recall_0.40  	qtest.11	0.0322
iprec_at_recall_0.50  	qtest.11	0.0322
iprec_at_recall_0.60  	qtest.11	0.0322
iprec_at_recall_0.70  	qtest.11	0.0322
iprec_at_recall_0.80  	qtest.11	0.0322
iprec_at_recall_0.90  	qtest.11	0.0322
iprec_at_recall_1.00  	qtest.11	0.0000
P_5                   	qtest.11	0.4000
P_10                  	qtest.11	0.2000
P_15                  	qtest.11	0.1333
P_20                  	qtest.11	0.1000
P_30                  	qtest.11	0.0667
P_100                 	qtest.11	0.0200
P_200                 	qtest.11	0.0150
P_500                 	qtest.11	0.0300
P_1000                	qtest.11	0.0150
num_ret               	qtest.12	1000
num_rel               	qtest.12	7
num_rel_ret           	qtest.12	4
map                   	qtest.12	0.0473
Rprec                 	qtest.12	0.0000
bpref                 	qtest.12	0.0000
recip_rank            	qtest.12	0.0833
iprec_at_recall_0.00  	qtest.12	0.1538
iprec_at_recall_0.10  	qtest.12	0.1538
iprec_at_recall_0.20  	qtest.12	0.1538
iprec_at_recall_0.30  	qtest.12	0.0526
iprec_at_recall_0.40  	qtest.12	0.0526
iprec_at_recall_0.50  	qtest.12	0.0526
iprec_at_recall_0.60  	qtest.12	0.0000
iprec_at_recall_0.70  	qtest.12	0.0000
iprec_at_recall_0.80  	qtest.12	0.0000
iprec_at_recall_0.90  	qtest.12	0.0000
iprec_at_recall_1.00  	qtest.12	0.0000
P_5                   	qtest.12	0.0000
P_10                  	qtest.12	0.0000
P_15                  	qtest.12	0.1333
P_20                  	qtest.12	0.1000
P_30                  	qtest.12	0.0667
P_100                 	qtest.12	0.0400
P_200                 	qtest.12	0.0200
P_500                 	qtest.12	0.0080
P_1000                	qtest.12	0.0040
num_ret               	qtest.13	1000
num_rel               	qtest.13	58
num_rel_ret           	qtest.13	54
map                   	qtest.13	0.5139
Rprec                 	qtest.13	0.5517
bpref                 	qtest.13	0.6821
recip_rank            	qtest.13	1.0000
iprec_at_recall_0.00  	qtest.13	1.0000
iprec_at_recall_0.10  	qtest.13	1.0000
iprec_at_recall_0.20  	qtest.13	0.8000
iprec_at_recall_0.30  	qtest.13	0.8000
iprec_at_recall_0.40  	qtest.13	0.8000
iprec_at_recall_0.50  	qtest.13	0.5686
iprec_at_recall_0.60  	qtest.13	0.4070
iprec_at_recall_0.70  	qtest.13	0.1449
iprec_at_recall_0.80  	qtest.13	0.0877
iprec_at_recall_0.90  	qtest.13	0.0690
iprec_at_recall_1.00  	qtest.13	0.0000
P_5                   	qtest.13	1.0000
P_10                  	qtest.13	1.0000
P_15                  	qtest.13	0.7333
P_20                  	qtest.13	0.7000
P_30                  	qtest.13	0.8000
P_100                 	qtest.13	0.3700
P_200                 	qtest.13	0.1950
P_500                 	qtest.13	0.0900
P_1000                	qtest.13	0.0540
num_ret               	qtest.14	1000
num_rel               	qtest.14	23
num_rel_ret           	qtest.14	22
map                   	qtest.14	0.4251
Rprec                 	qtest.14	0.3913
bpref                 	qtest.14	0.4272
recip_rank            	qtest.14	1.0000
iprec_at_recall_0.00  	qtest.14	1.0000
iprec_at_recall_0.10  	qtest.14	1.0000
iprec_at_recall_0.20  	qtest.14	0.8333
iprec_at_recall_0.30  	qtest.14	0.4444
iprec_at_recall_0.40  	qtest.14	0.4444
iprec_at_recall_0.50  	qtest.14	0.4444
iprec_at_recall_0.60  	qtest.14	0.2642
iprec_at_recall_0.70  	qtest.14	0.2000
iprec_at_recall_0.80  	qtest.14	0.1450
iprec_at_recall_0.90  	qtest.14	0.0884
iprec_at_recall_1.00  	qtest.14	0.0000
P_5                   	qtest.14	0.8000
P_10                  	qtest.14	0.6000
P_15                  	qtest.14	0.4000
P_20                  	qtest.14	0.3500
P_30                  	qtest.14	0.4000
P_100                 	qtest.14	0.1600
P_200                 	qtest.14	0.1000
P_500                 	qtest.14	0.0440
P_1000                	qtest.14	0.0220
num_ret               	qtest.15	1000
num_rel               	qtest.15	58
num_rel_ret           	qtest.15	53
map                   	qtest.15	0.3321
Rprec                 	qtest.15	0.3966
bpref                 	qtest.15	0.7053
recip_rank            	qtest.15	1.0000
iprec_at_recall_0.00  	qtest.15	1.0000
iprec_at_recall_0.10  	qtest.15	0.6429
