qtest.1 Q0 attra0843_12_000347 0 2084.17 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000382 1 1609.3796 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000855 2 1432.9944 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000696 3 1374.9938 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000536 4 1331.9594 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000163 5 1268.7876 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000794 6 1258.4047 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000228 7 1207.5436 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000815 8 1128.1942 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000805 9 1072.9828 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000950 10 1068.6727 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001114 11 1028.143 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000670 12 1012.0656 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000134 13 982.96375 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001620 14 974.49963 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001360 15 970.2849 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001337 16 967.3845 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001145 17 964.81665 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000355 18 960.0754 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001490 19 958.77496 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000123 20 956.02356 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000541 21 953.32574 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000956 22 927.6825 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000291 23 923.1719 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000328 24 918.58276 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001029 25 918.536 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001382 26 918.3668 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000940 27 916.95483 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000625 28 916.5512 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000358 29 914.1086 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000343 30 913.0236 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001084 31 907.6702 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001031 32 904.48267 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000337 33 903.32007 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000559 34 886.6343 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001339 35 882.9969 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000008 36 874.51654 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001193 37 871.262 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000896 38 868.1033 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000218 39 864.00305 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001310 40 862.4948 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000650 41 861.61475 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000025 42 859.60834 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000736 43 859.13257 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001601 44 858.8049 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001417 45 858.1153 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000442 46 848.0035 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000867 47 846.83124 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000564 48 844.1652 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001636 49 838.4593 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001533 50 837.18054 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001512 51 835.3061 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000471 52 831.6518 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000396 53 831.292 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000019 54 830.45654 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000207 55 829.7141 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000834 56 828.6551 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000558 57 827.3355 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001607 58 826.09235 TeamHCMUS7 
qtest.1 Q0 attra0843_12_001460 59 824.66376 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000028 60 821.0748 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000817 61 820.4656 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000728 62 820.39874 TeamHCMUS7 
qtest.1 Q0 attra0843_12_000976 63 818.00555 TeamHCMUS7 
