qtest.1 0 nhslo3844_12_006778 1 14.282146270001258 VSM
qtest.1 0 nhslo3844_12_006773 2 14.263163519890181 VSM
qtest.1 0 first1181_12_000830 3 13.535075030091985 VSM
qtest.1 0 first1181_12_000035 4 13.089528896214166 VSM
qtest.1 0 first1181_12_000033 5 13.044378083206187 VSM
qtest.1 0 first1181_12_000200 6 13.012131821121645 VSM
qtest.1 0 first1181_12_000404 7 12.798050489758033 VSM
qtest.1 0 aldf.1864_12_000027 8 12.772837067682216 VSM
qtest.1 0 mydr.3757_12_000073 9 12.719800040050934 VSM
qtest.1 0 mydr.3757_12_000155 10 12.71674761060018 VSM
qtest.1 0 mydr.3757_12_000123 11 12.71674761060018 VSM
qtest.1 0 witne4967_12_000262 12 12.594747068304127 VSM
qtest.1 0 witne4967_12_000192 13 12.594747068304127 VSM
qtest.1 0 mydr.3757_12_000175 14 12.513539584933369 VSM
qtest.1 0 mydr.3757_12_000164 15 12.506574217959932 VSM
qtest.1 0 first1181_12_000034 16 12.497262568622434 VSM
qtest.1 0 mydr.3757_12_000472 17 12.464313648842689 VSM
qtest.1 0 mydr.3757_12_000277 18 12.464313648842689 VSM
qtest.1 0 mydr.3757_12_000306 19 12.40857221042992 VSM
qtest.1 0 skinc4437_12_002296 20 12.320984808911124 VSM
qtest.1 0 mydr.3757_12_000427 21 12.292626291076711 VSM
qtest.1 0 first1181_12_000032 22 12.263869364599767 VSM
qtest.1 0 first1181_12_000175 23 12.25999052810489 VSM
qtest.1 0 mydr.3757_12_000216 24 12.228956746652724 VSM
qtest.1 0 jfpon3369_12_000179 25 12.204674852465603 VSM
qtest.1 0 mydr.3757_12_000391 26 12.17987416890908 VSM
qtest.1 0 mydr.3757_12_000151 27 12.173280554144537 VSM
qtest.1 0 mydr.3757_12_000263 28 12.16991150602719 VSM
qtest.1 0 mydr.3757_12_000368 29 12.166601621265215 VSM
qtest.1 0 mydr.3757_12_000053 30 12.166601621265215 VSM
qtest.1 0 heart3138_12_000039 31 12.163165714214466 VSM
qtest.1 0 mydr.3757_12_000322 32 12.08891155818512 VSM
qtest.1 0 first1181_12_000059 33 12.062038192914208 VSM
qtest.1 0 mydr.3757_12_000333 34 11.883766518491397 VSM
qtest.1 0 mydr.3757_12_000302 35 11.862875994387458 VSM
qtest.1 0 healt3090_12_001617 36 11.849680824813968 VSM
qtest.1 0 mydr.3757_12_000097 37 11.830127436172365 VSM
qtest.1 0 witne4967_12_000251 38 11.790236830175957 VSM
qtest.1 0 witne4967_12_000175 39 11.790236830175957 VSM
qtest.1 0 mydr.3757_12_000105 40 11.696693388517 VSM
qtest.1 0 mydr.3757_12_000176 41 11.654358778104488 VSM
qtest.1 0 mydr.3757_12_000104 42 11.654358778104488 VSM
qtest.1 0 mydr.3757_12_000084 43 11.654358778104488 VSM
qtest.1 0 mydr.3757_12_000484 44 11.607331353593942 VSM
qtest.1 0 mydr.3757_12_000468 45 11.607331353593942 VSM
qtest.1 0 mydr.3757_12_000450 46 11.607331353593942 VSM
qtest.1 0 mydr.3757_12_000177 47 11.607331353593942 VSM
qtest.1 0 mydr.3757_12_000359 48 11.59912696746461 VSM
qtest.1 0 mydr.3757_12_000453 49 11.476413263235957 VSM
qtest.1 0 fromy1190_12_000614 50 11.464403641906129 VSM
qtest.1 0 mydr.3757_12_000269 51 11.463495166279557 VSM
qtest.1 0 first1181_12_000191 52 11.462244373450622 VSM
qtest.1 0 mydr.3757_12_000412 53 11.447984304977359 VSM
qtest.1 0 mydr.3757_12_000007 54 11.447984304977359 VSM
qtest.1 0 footh1185_12_000007 55 11.446462402217183 VSM
qtest.1 0 first1181_12_000192 56 11.43722469017009 VSM
qtest.1 0 mydr.3757_12_000415 57 11.419761915391437 VSM
qtest.1 0 mydr.3757_12_000421 58 11.408937645347333 VSM
qtest.1 0 aller1867_12_000032 59 11.399060172193673 VSM
qtest.1 0 aller1868_12_000012 60 11.399060172193673 VSM
qtest.1 0 mydr.3757_12_000324 61 11.397735791980738 VSM
qtest.1 0 first1181_12_000055 62 11.379356329168745 VSM
qtest.1 0 women1681_12_000705 63 11.377281816027857 VSM
qtest.1 0 mydr.3757_12_000229 64 11.349441149224102 VSM
qtest.1 0 plast4085_12_000919 65 11.310125261002316 VSM
qtest.1 0 mydr.3757_12_000214 66 11.294001273387307 VSM
qtest.1 0 mydr.3757_12_000056 67 11.26970833618761 VSM
qtest.1 0 mydr.3757_12_000443 68 11.266398896822867 VSM
qtest.1 0 mydr.3757_12_000313 69 11.243349178695901 VSM
qtest.1 0 mydr.3757_12_000059 70 11.240362712688514 VSM
qtest.1 0 mydr.3757_12_000259 71 11.227882156843174 VSM
qtest.1 0 mydr.3757_12_000220 72 11.196725581430286 VSM
qtest.1 0 first1181_12_000067 73 11.162588169444948 VSM
qtest.1 0 healt3090_12_001605 74 11.123305527998497 VSM
qtest.1 0 wiki.0842_12_002725 75 11.120900274388987 VSM
qtest.1 0 first1181_12_000841 76 11.120644170010484 VSM
qtest.1 0 first1181_12_000421 77 11.10818902885758 VSM
qtest.1 0 fromy1190_12_000986 78 11.098636938799107 VSM
qtest.1 0 lymph3532_12_000914 79 11.096155583567112 VSM
qtest.1 0 mydr.3757_12_000015 80 11.094740485857018 VSM
qtest.1 0 mydr.3757_12_000004 81 11.094740485857018 VSM
qtest.1 0 lymph3532_12_001146 82 11.082377265849217 VSM
